orderId,actualBoxId,actualUtilization,algorithmBoxId,algorithmUtilization,status
"TSHD2026030700063495","LRLC0003W",0.3504572119,"LOREAL02L",0.3942643634,"OK"
"TSHE2026030300091791","LOREAL03H",0.3782469551,"LOREAL17H",0.5972320344,"OK"
"TSHD2026030800110276","LOREAL03H",0.1314922772,"LOREAL01G",0.4748332234,"OK"
"TSHE2026030800126769","LRLC0003W",0.6533954451,"LOREAL02G",0.5880559006,"OK"
"TSHE2026030700157626","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHD2026030900100944","LOREAL01H",0.1560000000,"C0000001H",0.2819011765,"OK"
"TSHE2026030800231427","LRLC0003W",0.1295286404,"LOREAL02L",0.1457197205,"OK"
"TSHD2026022500110166","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHE2026030100048421","LOREAL03H",0.2983782051,"LOREAL02L",0.7227795031,"OK"
"TSHD2026022500110341","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030200036681","C0000009W",0.3551121181,"LOREAL04G",0.7482088477,"OK"
"TSHE2026030700181679","C0000006H",3.4595725327,"LOREAL08L",0.7962508210,"OK"
"TSHD2026030100012144","LRLC0003W",0.4377225673,"LOREAL02L",0.4924378882,"OK"
"TSHE2026031100010621","LOREAL04H",0.3745015432,"C0000006H",0.5410456302,"OK"
"TSHE2026030800137460","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026030900082252","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHD2026030800089637","LRLC0003W",0.1591692547,"LOREAL02L",0.1790654115,"OK"
"TSHE2026030500201541","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030400136975","LOREAL01H",0.1112997685,"C0000001H",0.2011252288,"OK"
"TSHE2026030800145853","LOREAL03H",0.1315099559,"LOREAL17H",0.2076472988,"OK"
"TSHD2026030700094783","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHE2026030400112775","LOREAL03H",0.5689354968,"LOREAL03G",0.5689354968,"OK"
"TSHD2026030500080656","LOREAL04H",0.4566453333,"C0000006H",0.6597194768,"OK"
"TSHD2026030100042760","LOREAL01H",0.0191250000,"C0000001H",0.0345600000,"OK"
"TSHD2026022600126813","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026030700026696","LOREAL04H",0.4618703704,"C0000007H",0.5450591878,"OK"
"TSHE2026031100022897","LOREAL04H",0.5003542798,"C0000006H",0.7228661712,"OK"
"TSHD2026022500110326","LOREAL01H",0.1685590278,"C0000001H",0.3045960784,"OK"
"TSHD2026022500110631","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026030100087656","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHE2026031000047007","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHD2026030300069973","C0000009W",0.3679821790,"LOREAL04G",0.7753256173,"OK"
"TSHE2026030800037744","LOREAL01H",0.0696931424,"C0000001H",0.1259396078,"OK"
"TSHE2026030300007462","LOREAL03H",0.0633939704,"LOREAL17H",0.1000957427,"OK"
"TSHE2026030900107440","LOREAL01H",0.1077194734,"C0000001H",0.1946554248,"OK"
"TSHD2026030700028653","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHD2026030200008037","LRLC0003W",0.1183574879,"C0000001H",0.3586928105,"OK"
"TSHD2026030300003671","LRLC0003W",0.1722562974,"C0000001H",0.5220379085,"OK"
"TSHE2026030100088385","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHD2026030400080131","LOREAL04H",0.5157552469,"C0000007H",0.6086494263,"OK"
"TSHE2026030500164505","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026031000094833","LRLC0003W",0.1933467046,"LOREAL01G",0.3242585359,"OK"
"TSHD2026030100013487","LOREAL03H",0.1535578526,"LOREAL02L",0.3719724379,"OK"
"TSHD2026022500111803","LOREAL03H",0.1987483774,"LOREAL03G",0.1987483774,"OK"
"TSHE2026030600151198","LOREAL03H",0.3851115385,"LOREAL03G",0.3851115385,"OK"
"TSHD2026030400054535","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHD2026030700078723","LRLC0003W",0.2049151139,"LOREAL01G",0.3436597222,"OK"
"TSHD2026022500110157","C0000009W",0.4895716983,"LOREAL09H",0.6466900155,"OK"
"TSHD2026022500110750","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHE2026030100025901","LRLC0003W",0.3248301587,"LOREAL02L",0.3654339286,"OK"
"TSHE2026030800292216","LRLC0003W",0.1327301587,"C0000001H",0.4022504575,"OK"
"TSHD2026030500077974","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026022800062858","LRLC0003W",0.2950621118,"LOREAL01G",0.4948437500,"OK"
"TSHD2026030500016043","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHE2026030700147079","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHD2026030700072195","LOREAL03H",0.3300000000,"LRLZ0002H",0.6782608696,"OK"
"TSHD2026031000042051","LRLC0003W",0.3269634231,"LOREAL01G",0.5483449074,"OK"
"TSHE2026030800177192","LRLC0003W",0.2967225673,"LOREAL01G",0.4976284722,"OK"
"TSHE2026030500124889","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030800093374","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHD2026022700017705","LOREAL04H",0.4618703704,"C0000007H",0.5450591878,"OK"
"TSHD2026030400037985","LRLC0003W",0.3137470669,"LOREAL02L",0.3529654503,"OK"
"TSHD2026030300054602","LRLC0003W",0.3437865769,"LOREAL01G",0.5765587384,"OK"
"TSHE2026031000071880","LOREAL03H",0.1415887037,"LOREAL02L",0.3429788474,"OK"
"TSHE2026030900054577","LRLC0003W",0.1240213941,"LOREAL02L",0.1395240683,"OK"
"TSHD2026030800105481","LOREAL04H",0.5157552469,"C0000007H",0.6086494263,"OK"
"TSHD2026022800068652","C0000010H",0.5151764880,"LOREAL08L",0.6911581117,"OK"
"TSHE2026030500014464","C0000011W",0.5119442846,"C0000011W",0.5119442846,"OK"
"TSHD2026030700008592","LRLC0003W",0.3806349206,"LOREAL02L",0.4282142857,"OK"
"TSHE2026030400116610","C0000011W",0.5119442846,"C0000011W",0.5119442846,"OK"
"TSHD2026030200087638","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHD2026030100029946","C0000011W",0.9575153190,"LRLC0010H",0.1995930419,"OK"
"TSHE2026030200083681","LRLC0003W",0.3248301587,"LOREAL02L",0.3654339286,"OK"
"TSHD2026030500034440","LOREAL04H",0.2979096944,"LOREAL03G",0.4640516394,"OK"
"TSHD2026030200064890","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHE2026030200010101","LOREAL04H",0.4666517490,"C0000007H",0.5507017544,"OK"
"TSHE2026030800136438","LOREAL04H",0.3745015432,"C0000006H",0.5410456302,"OK"
"TSHD2026022800078296","LRLC0003W",0.4524962302,"LOREAL02L",0.5090582589,"OK"
"TSHE2026022800085384","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHD2026022800068817","C0000010H",0.5151764880,"LOREAL08L",0.6911581117,"OK"
"TSHD2026030100104466","LOREAL04H",0.3848961399,"C0000006H",0.5560627943,"OK"
"TSHE2026030700163897","LOREAL04H",0.4128882716,"C0000006H",0.5965032699,"OK"
"TSHD2026030700024250","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHE2026030100108117","LRLC0003W",0.1886825397,"C0000001H",0.5718190850,"OK"
"TSHD2026030500055079","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHE2026030700022423","LRLC0003W",0.7210351967,"LOREAL02G",0.6489316770,"OK"
"TSHD2026030500059414","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHE2026030700006331","LRLC0003W",0.2268195307,"LOREAL01G",0.3803952546,"OK"
"TSHE2026030200048576","LRLC0003W",0.2466779848,"LOREAL01G",0.4136995370,"OK"
"TSHE2026030800172170","LOREAL03H",0.1315099559,"LOREAL17H",0.2076472988,"OK"
"TSHD2026030900073883","LOREAL04H",0.2898969907,"C0000006H",0.4188166989,"OK"
"TSHD2026030400079680","LOREAL01H",0.1472536892,"C0000001H",0.2660960784,"OK"
"TSHD2026030900090031","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHD2026030900005757","LOREAL03H",0.1987483774,"LOREAL03G",0.1987483774,"OK"
"TSHD2026030900106676","LRLC0003W",0.2299493444,"LOREAL01G",0.3856442130,"OK"
"TSHE2026030800235765","LOREAL04H",0.5851279424,"C0000011W",0.5994215564,"OK"
"TSHD2026030900034002","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHD2026030300074648","LOREAL03H",0.3874038462,"LOREAL02G",0.7507453416,"OK"
"TSHD2026030300037735","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHD2026030200079018","LRLC0003W",0.1591692547,"LOREAL02L",0.1790654115,"OK"
"TSHE2026030800014826","LRLC0003W",0.4130503796,"LOREAL02L",0.4646816770,"OK"
"TSHE2026030500043427","C0000011W",0.9245780557,"LRLC0010H",0.1927273047,"OK"
"TSHD2026030800091524","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030100025672","C0000009W",0.4256900430,"LOREAL05G",0.6362578310,"OK"
"TSHE2026030900100523","LOREAL01H",0.1065248843,"C0000001H",0.1924967320,"OK"
"TSHE2026030200010322","LOREAL03H",0.4065454487,"LOREAL03G",0.4065454487,"OK"
"TSHE2026030800220693","LOREAL04H",0.5293280864,"C0000007H",0.6246669095,"OK"
"TSHD2026030400074651","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHD2026030900056541","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030800247884","C0000009W",0.3551121181,"LOREAL04G",0.7482088477,"OK"
"TSHD2026030300052012","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHE2026030300086611","LRLC0003W",0.3611028934,"LOREAL02L",0.4062407550,"OK"
"TSHD2026030200045095","LRLC0003W",0.4190144928,"LOREAL02L",0.4713913043,"OK"
"TSHD2026030200002251","LRLC0003W",0.1904692892,"LOREAL01G",0.3194328704,"OK"
"TSHE2026030500279088","LOREAL01H",0.0460202546,"C0000001H",0.0831613072,"OK"
"TSHE2026030700102410","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026022500110498","LOREAL01H",0.2423693924,"C0000001H",0.4379757490,"OK"
"TSHD2026030800110368","LOREAL04H",0.3908238169,"C0000006H",0.5646265606,"OK"
"TSHE2026030500213123","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030800156259","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026030500056677","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHE2026030800059046","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHD2026031000050945","LRLC0003W",0.1722562974,"C0000001H",0.5220379085,"OK"
"TSHE2026030800183480","LRLC0003W",0.2349344375,"LOREAL01G",0.3940046296,"OK"
"TSHE2026030900095216","LOREAL03H",0.1229567308,"LOREAL17H",0.1941422065,"OK"
"TSHD2026030200054203","LOREAL04H",0.2472320988,"LOREAL03G",0.3851115385,"OK"
"TSHD2026022800006854","LOREAL04H",0.2898969907,"C0000006H",0.4188166989,"OK"
"TSHD2026030400048586","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030800007688","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHE2026030200059367","LOREAL04H",0.4852400412,"C0000011W",0.4970935750,"OK"
"TSHD2026030700063218","LOREAL03H",0.1314922772,"LOREAL01G",0.4748332234,"OK"
"TSHE2026030600151564","LOREAL03H",0.1415887037,"LOREAL02L",0.3429788474,"OK"
"TSHD2026030300043636","LRLC0003W",0.2950621118,"LOREAL01G",0.4948437500,"OK"
"TSHE2026030700111816","LOREAL03H",0.0560138622,"LOREAL17H",0.0884429403,"OK"
"TSHD2026030500098081","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHD2026030600099904","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030100064976","LOREAL01H",0.1336440972,"C0000001H",0.2415027451,"OK"
"TSHD2026022700086248","LOREAL03H",0.1983844151,"LOREAL17H",0.3132385501,"OK"
"TSHE2026030600107504","LRLC0003W",0.2076985507,"LOREAL01G",0.3483277778,"OK"
"TSHE2026030100021854","LRLC0003W",0.4130503796,"LOREAL02L",0.4646816770,"OK"
"TSHD2026030100070550","LOREAL03H",0.1587902244,"LOREAL02L",0.3846471273,"OK"
"TSHE2026030300072414","LOREAL03H",0.3851115385,"LOREAL03G",0.3851115385,"OK"
"TSHE2026030700105350","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHE2026030500160953","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030900039425","LRLC0003W",0.2555040977,"LOREAL01G",0.4285016638,"OK"
"TSHD2026022700073512","LRLC0003W",0.3956094720,"LOREAL01G",0.6634700521,"OK"
"TSHE2026030600115982","C0000011W",0.4088579312,"LOREAL03G",0.6216881410,"OK"
"TSHE2026030400155849","LOREAL04H",0.3745015432,"C0000006H",0.5410456302,"OK"
"TSHE2026030600103903","LOREAL04H",0.5003542798,"C0000006H",0.7228661712,"OK"
"TSHD2026030800128733","LRLC0003W",0.4190144928,"LOREAL02L",0.4713913043,"OK"
"TSHD2026022700077382","LOREAL04H",0.3848961399,"C0000006H",0.5560627943,"OK"
"TSHD2026022800089638","C0000009W",0.2600088728,"C0000006H",0.7914542172,"OK"
"TSHD2026030100013074","LOREAL03H",0.0737243590,"LOREAL01G",0.2662268519,"OK"
"TSHD2026030800131238","LOREAL03H",0.6028846154,"LOREAL03G",0.6028846154,"OK"
"TSHE2026030700159499","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026030300035278","C0000011W",0.3200996636,"LOREAL03G",0.4867269279,"OK"
"TSHD2026022800089454","C0000009W",0.2596732796,"C0000006H",0.7904326877,"OK"
"TSHE2026030100010936","LRLC0003W",0.5388447205,"LOREAL02L",0.6062003106,"OK"
"TSHE2026030500270337","C0000009W",0.2428721982,"C0000011W",0.5242237216,"OK"
"TSHD2026022800002837","C0000009W",0.3736292341,"LOREAL04G",0.7872237654,"OK"
"TSHD2026030800124386","LOREAL03H",0.1314922772,"LOREAL01G",0.4748332234,"OK"
"TSHE2026030600119622","C0000011W",0.5036814071,"C0000011W",0.5036814071,"OK"
"TSHD2026030100114077","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026030100042816","C0000009W",0.3736292341,"LOREAL04G",0.7872237654,"OK"
"TSHE2026030500127446","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026022500111879","LOREAL03H",0.1983844151,"LOREAL17H",0.3132385501,"OK"
"TSHD2026030500082188","LRLC0003W",0.4806901311,"LOREAL02L",0.5407763975,"OK"
"TSHE2026030100102459","LOREAL04H",0.4222049383,"LOREAL03G",0.6576653846,"OK"
"TSHE2026031100025250","LOREAL04H",0.3745015432,"C0000006H",0.5410456302,"OK"
"TSHE2026030800244487","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHE2026030300062205","LOREAL03H",0.1177143830,"LOREAL17H",0.1858648153,"OK"
"TSHD2026030900023476","C0000009W",0.2252877752,"C0000007H",0.5601683087,"OK"
"TSHD2026030400080204","LRLC0003W",0.3328853951,"LOREAL02L",0.3744960695,"OK"
"TSHE2026030800023143","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHD2026030900082805","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHD2026022500111451","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026022800016968","LOREAL03H",0.1983844151,"LOREAL17H",0.3132385501,"OK"
"TSHE2026030400047651","LOREAL03H",0.1102664663,"LOREAL17H",0.1741049469,"OK"
"TSHE2026031000026641","LOREAL04H",0.4852400412,"C0000011W",0.4970935750,"OK"
"TSHE2026030800021295","LOREAL04H",0.4222049383,"LOREAL03G",0.6576653846,"OK"
"TSHE2026030500044213","LOREAL04H",0.3745015432,"C0000006H",0.5410456302,"OK"
"TSHE2026030700101709","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHD2026022600119213","LOREAL04H",0.4618703704,"C0000007H",0.5450591878,"OK"
"TSHD2026030300022316","LRLC0003W",0.1904692892,"LOREAL01G",0.3194328704,"OK"
"TSHD2026030800097012","LOREAL04H",0.3848961399,"C0000006H",0.5560627943,"OK"
"TSHD2026030800100851","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026031100019055","LOREAL03H",0.1379186218,"LOREAL17H",0.2177662449,"OK"
"TSHD2026030500014551","C0000009W",0.3361653083,"C0000007H",0.8358604990,"OK"
"TSHE2026030200086105","C0000009W",0.1928763022,"C0000006H",0.5871059750,"OK"
"TSHD2026030100088331","LRLC0003W",0.2017826087,"LOREAL01G",0.3384062500,"OK"
"TSHE2026030500121267","LOREAL03H",0.1102664663,"LOREAL17H",0.1741049469,"OK"
"TSHE2026030500062257","LRLC0003W",0.2374267598,"LOREAL17H",0.1741049469,"OK"
"TSHE2026030800145890","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026030100060228","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026022800079275","LRLC0003W",0.2223412112,"LOREAL01G",0.3728847396,"OK"
"TSHE2026030400138807","LOREAL01H",0.1112997685,"C0000001H",0.2011252288,"OK"
"TSHE2026030400063187","LOREAL01H",0.1112997685,"C0000001H",0.2011252288,"OK"
"TSHD2026022800020161","LRLC0003W",0.1591692547,"LOREAL02L",0.1790654115,"OK"
"TSHE2026030300062301","LOREAL03H",0.1177143830,"LOREAL17H",0.1858648153,"OK"
"TSHE2026030500135367","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026022800036990","LRLC0003W",0.1591692547,"LOREAL02L",0.1790654115,"OK"
"TSHD2026030100038331","LOREAL04H",0.4437812757,"LOREAL03G",0.6912746795,"OK"
"TSHE2026030700094544","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026030300061648","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHE2026030900078017","LOREAL01H",0.0774074074,"LOREAL01G",0.0774074074,"OK"
"TSHE2026031100042571","LRLC0003W",0.1481935818,"LOREAL01G",0.2485329861,"OK"
"TSHD2026022800028837","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026030200078930","LOREAL04H",0.3568019475,"LOREAL03G",0.5557876490,"OK"
"TSHD2026030400003074","LOREAL04H",0.3074979938,"LOREAL03G",0.4789872596,"OK"
"TSHD2026030100103763","LRLC0003W",0.1591692547,"LOREAL02L",0.1790654115,"OK"
"TSHE2026030100058010","LRLC0003W",0.3026303658,"LOREAL01G",0.5075363426,"OK"
"TSHD2026030100029243","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026031000072835","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHD2026030300022327","LOREAL01H",0.1925636574,"C0000001H",0.3479738562,"OK"
"TSHE2026030900010092","LOREAL03H",0.1415887037,"LOREAL02L",0.3429788474,"OK"
"TSHE2026030500254077","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030500163281","LOREAL04H",0.4267946091,"LOREAL03G",0.6648146795,"OK"
"TSHD2026030400050716","LRLC0003W",0.1656308075,"LOREAL01G",0.2777766667,"OK"
"TSHD2026030800019824","LOREAL03H",0.2487117388,"LOREAL03G",0.2487117388,"OK"
"TSHD2026030900040507","LRLC0003W",0.2102398206,"C0000001H",0.6371503268,"OK"
"TSHD2026030400065254","LOREAL03H",0.3851115385,"LOREAL03G",0.3851115385,"OK"
"TSHD2026030500000320","LOREAL03H",0.3536254487,"LOREAL03G",0.3536254487,"OK"
"TSHD2026030500001686","LOREAL03H",0.3536254487,"LOREAL03G",0.3536254487,"OK"
"TSHD2026030700081842","LOREAL01H",0.1134259259,"LOREAL01G",0.1134259259,"OK"
"TSHE2026030700182675","LOREAL04H",0.3745015432,"C0000006H",0.5410456302,"OK"
"TSHD2026030500041711","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHD2026022500112457","LOREAL04H",0.4618703704,"C0000007H",0.5450591878,"OK"
"TSHD2026030300075419","LRLC0003W",0.1618519669,"LOREAL01G",0.2714392361,"OK"
"TSHD2026022500112216","LOREAL03H",0.1983844151,"LOREAL17H",0.3132385501,"OK"
"TSHD2026030400057901","LOREAL03H",0.1549302484,"LOREAL17H",0.2446267080,"OK"
"TSHE2026030700073392","C0000011W",0.5036814071,"C0000011W",0.5036814071,"OK"
"TSHE2026030600040445","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHE2026030400047806","LOREAL03H",0.0429765625,"LOREAL17H",0.0678577303,"OK"
"TSHD2026030500072386","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHD2026030100091199","LOREAL04H",0.5157552469,"C0000007H",0.6086494263,"OK"
"TSHD2026030600095216","LRLC0003W",0.1941248275,"C0000001H",0.5883124183,"OK"
"TSHE2026030500251609","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026022500112652","C0000009W",0.3415674868,"LRLF0005L",0.6350036311,"OK"
"TSHD2026030600083058","LRLC0003W",0.1626552795,"LOREAL02L",0.1829871894,"OK"
"TSHD2026030100014594","C0000009W",0.3736292341,"LOREAL04G",0.7872237654,"OK"
"TSHE2026030600052789","C0000009W",0.1879900493,"C0000006H",0.5722324614,"OK"
"TSHE2026030500213813","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026022700041619","LOREAL04H",0.4437812757,"LOREAL03G",0.6912746795,"OK"
"TSHE2026030700073899","C0000011W",0.5036814071,"C0000011W",0.5036814071,"OK"
"TSHE2026030500233465","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026031000074031","LRLC0003W",0.4377225673,"LOREAL02L",0.4924378882,"OK"
"TSHD2026022500112331","LRLC0003W",0.1591692547,"LOREAL02L",0.1790654115,"OK"
"TSHE2026030700083903","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHE2026030500232435","C0000009W",0.2932024777,"LRLF0005L",0.5450888775,"OK"
"TSHE2026030700180631","LOREAL04H",0.3283835905,"LOREAL03G",0.5115205929,"OK"
"TSHD2026030600070900","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHE2026030500108632","LOREAL03H",0.1102664663,"LOREAL17H",0.1741049469,"OK"
"TSHE2026030800240389","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHE2026030500129219","LOREAL03H",0.1721194729,"LRLC0003W",0.3706092170,"OK"
"TSHE2026030900105765","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHD2026030200085413","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHD2026031000005110","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHE2026030800169650","LOREAL04H",0.2303382099,"LOREAL17H",0.5665200911,"OK"
"TSHE2026030800226364","LOREAL04H",0.5293280864,"C0000007H",0.6246669095,"OK"
"TSHE2026030600120421","C0000011W",0.5036814071,"C0000011W",0.5036814071,"OK"
"TSHD2026030900090701","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHE2026030800204495","LOREAL03H",0.1415887037,"LOREAL02L",0.3429788474,"OK"
"TSHD2026030500075783","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHE2026030700135162","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHD2026030500098136","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHD2026030900082949","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHE2026030500035471","C0000009W",0.3925059941,"LOREAL05G",0.5866592760,"OK"
"TSHD2026030600034712","LRLC0003W",0.1431331953,"LOREAL01G",0.2400462963,"OK"
"TSHE2026030900101769","LOREAL01H",0.0694444444,"LOREAL01G",0.0694444444,"OK"
"TSHD2026030500021442","C0000009W",0.2295199036,"C0000007H",0.5706913131,"OK"
"TSHD2026030300063751","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHD2026030300026401","C0000011W",0.5697844274,"C0000011W",0.5697844274,"OK"
"TSHD2026022700019388","C0000009W",0.3288168123,"C0000007H",0.8175887816,"OK"
"TSHD2026030900081022","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHE2026030600119386","C0000011W",0.5036814071,"C0000011W",0.5036814071,"OK"
"TSHE2026030800162004","LOREAL03H",0.3319721795,"LOREAL03G",0.3319721795,"OK"
"TSHD2026030300044571","LOREAL03H",0.3573946795,"LRLC0003W",0.7695454796,"OK"
"TSHD2026022500112064","LOREAL03H",0.1987483774,"LOREAL03G",0.1987483774,"OK"
"TSHD2026030600052832","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHE2026030800138921","LRLC0003W",0.2102398206,"C0000001H",0.6371503268,"OK"
"TSHE2026030800083422","LOREAL03H",0.0781881410,"LOREAL17H",0.1234549595,"OK"
"TSHD2026030300049567","LRLC0003W",0.1086568944,"LOREAL01G",0.1822266667,"OK"
"TSHE2026030500157480","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030600050616","LRLC0003W",0.4737060041,"LOREAL03G",0.2200000000,"OK"
"TSHE2026030400133211","LOREAL03H",0.1983844151,"LOREAL17H",0.3132385501,"OK"
"TSHE2026031000081266","LOREAL04H",0.4004663786,"C0000006H",0.5785572533,"OK"
"TSHD2026030800081242","C0000011W",0.3964916496,"LOREAL03G",0.6028846154,"OK"
"TSHD2026022800039104","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHE2026030600120143","C0000011W",0.5036814071,"C0000011W",0.5036814071,"OK"
"TSHD2026030800079246","C0000009W",0.2664356220,"LRLF0005L",0.4953269676,"OK"
"TSHE2026030800115882","LOREAL03H",0.3851269231,"LOREAL03G",0.3851269231,"OK"
"TSHD2026030600020810","LOREAL03H",0.1535578526,"LOREAL02L",0.3719724379,"OK"
"TSHE2026030200003472","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHE2026030700005655","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026022500113014","C0000009W",0.3736292341,"LOREAL04G",0.7872237654,"OK"
"TSHE2026030600156320","LOREAL04H",0.4064427778,"C0000006H",0.5871914090,"OK"
"TSHD2026030200057819","LOREAL03H",0.1930043077,"LOREAL03G",0.1930043077,"OK"
"TSHE2026030300083084","LRLC0003W",0.2268195307,"LOREAL01G",0.3803952546,"OK"
