orderId,actualBoxId,actualUtilization,algorithmBoxId,algorithmUtilization,status
"TSHD2026030700085616","LOREAL03H",0.1314922772,"LOREAL01G",0.4748332234,"OK"
"TSHE2026030500013004","C0000011W",0.7340417908,"LOREAL05G",0.5083017078,"OK"
"TSHD2026030100009394","LOREAL01H",0.3384062500,"LOREAL01G",0.3384062500,"OK"
"TSHE2026030500027374","LOREAL04H",0.5408055556,"C0000007H",0.6382116190,"OK"
"TSHD2026030300058138","LOREAL03H",0.2458069175,"LOREAL02L",0.5954329057,"OK"
"TSHE2026030500191504","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030700160548","LOREAL03H",0.3536254487,"LOREAL03G",0.3536254487,"OK"
"TSHE2026030500250034","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030500136951","C0000009W",0.3081067053,"C0000011W",0.6650281296,"OK"
"TSHD2026022500026489","LRLC0003W",0.2950621118,"LOREAL01G",0.4948437500,"OK"
"TSHD2026030900083880","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHD2026030200049348","LRLC0003W",0.4377225673,"LOREAL02L",0.4924378882,"OK"
"TSHE2026030200011755","C0000009W",0.3551121181,"LOREAL04G",0.7482088477,"OK"
"TSHD2026030300027669","C0000011W",0.5335563467,"C0000011W",0.5335563467,"OK"
"TSHE2026030900141402","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHE2026030500138519","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026022800089520","LOREAL03H",0.1930043077,"LOREAL03G",0.1930043077,"OK"
"TSHE2026030600069351","C0000011W",0.0759137541,"LOREAL01G",0.4168324074,"OK"
"TSHD2026030900085025","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHD2026022500026486","LRLC0003W",0.1549232229,"LOREAL01G",0.2598191551,"OK"
"TSHD2026030600102900","LOREAL04H",0.2898969907,"C0000006H",0.4188166989,"OK"
"TSHD2026030900040082","LOREAL01H",0.3255635127,"C0000001H",0.5883124183,"OK"
"TSHD2026030700019839","LRLC0003W",0.3806349206,"LOREAL02L",0.4282142857,"OK"
"TSHE2026031000045789","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHE2026030700168676","C0000011W",0.4088579312,"LOREAL03G",0.6216881410,"OK"
"TSHE2026031000026788","LRLC0003W",0.3048474810,"LOREAL01G",0.5112546296,"OK"
"TSHE2026030200057597","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030400050307","LOREAL04H",0.4566453333,"C0000006H",0.6597194768,"OK"
"TSHD2026030800103109","LOREAL01H",0.3384062500,"LOREAL01G",0.3384062500,"OK"
"TSHD2026030800052067","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026022500026899","LOREAL03H",0.1524306891,"LOREAL02L",0.3692420419,"OK"
"TSHE2026030400164637","C0000011W",0.5202071621,"C0000011W",0.5202071621,"OK"
"TSHD2026030800031995","LRLC0003W",0.3105590062,"LOREAL01G",0.5208333333,"OK"
"TSHD2026030500072605","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHD2026030600049814","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030500211071","LRLC0003W",0.3086086957,"LRLC0003W",0.3086086957,"OK"
"TSHE2026030500136107","LRLC0003W",0.2780538302,"LOREAL02L",0.3128105590,"OK"
"TSHE2026030800021623","LOREAL04H",0.2713867366,"LOREAL03G",0.4227370321,"OK"
"TSHD2026022500027800","LRLC0003W",0.2110393375,"LOREAL01G",0.3539305556,"OK"
"TSHD2026022500027232","LRLC0003W",0.0888762940,"C0000001H",0.2693474510,"OK"
"TSHD2026030800073662","LRLC0003W",0.1104209800,"LOREAL01G",0.1851851852,"OK"
"TSHE2026030900109373","LRLC0003W",0.4190144928,"LOREAL02L",0.4713913043,"OK"
"TSHD2026031000031163","C0000011W",0.0563935775,"C0000001H",0.5595552105,"OK"
"TSHE2026030200069103","LOREAL03H",0.2309597356,"LOREAL17H",0.3646732667,"OK"
"TSHE2026030300059740","C0000010H",0.3556603302,"C0000009H",0.6810699531,"OK"
"TSHD2026022800059258","LRLC0003W",0.2299493444,"LOREAL01G",0.3856442130,"OK"
"TSHE2026030800183962","LOREAL04H",0.3099200412,"LOREAL03G",0.4827600641,"OK"
"TSHE2026030800223010","LOREAL04H",0.5293280864,"C0000007H",0.6246669095,"OK"
"TSHD2026022700056813","LOREAL03H",0.1983844151,"LOREAL17H",0.3132385501,"OK"
"TSHD2026030200087329","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHE2026022800088106","C0000009W",0.1490715123,"LRLF0005L",0.2771368918,"OK"
"TSHD2026030600035872","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHD2026030500014594","C0000009W",0.2313876555,"C0000011W",0.4994350890,"OK"
"TSHD2026030400000351","LOREAL03H",0.3851115385,"LOREAL03G",0.3851115385,"OK"
"TSHD2026022500028222","LRLC0003W",0.0888762940,"C0000001H",0.2693474510,"OK"
"TSHE2026030400052590","LOREAL01H",0.1112997685,"C0000001H",0.2011252288,"OK"
"TSHD2026030800115833","LOREAL03H",0.1244128205,"LOREAL02L",0.3013726708,"OK"
"TSHE2026031000076699","LOREAL03H",0.1415887037,"LOREAL02L",0.3429788474,"OK"
"TSHE2026030500136115","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026030700039665","C0000011W",0.0000000000,"C0000001H",0.0000000000,"OK"
"TSHD2026030500069263","C0000010H",0.5151764880,"LOREAL08L",0.6911581117,"OK"
"TSHD2026030800083245","LOREAL01H",0.1811261574,"C0000001H",0.3273056209,"OK"
"TSHD2026030200037252","LRLC0003W",0.4190144928,"LOREAL02L",0.4713913043,"OK"
"TSHD2026022800071908","LOREAL01H",0.1406394676,"C0000001H",0.2541437908,"OK"
"TSHE2026030800095291","LOREAL04H",0.5293280864,"C0000007H",0.6246669095,"OK"
"TSHD2026030800079810","LRLC0003W",0.3328853951,"LOREAL02L",0.3744960695,"OK"
"TSHE2026030900069375","LOREAL04H",0.5851279424,"C0000011W",0.5994215564,"OK"
"TSHE2026031000049539","LOREAL03H",0.1415887037,"LOREAL02L",0.3429788474,"OK"
"TSHD2026022500027881","LRLC0003W",0.2110393375,"LOREAL01G",0.3539305556,"OK"
"TSHD2026022500027783","LRLC0003W",0.2950621118,"LOREAL01G",0.4948437500,"OK"
"TSHE2026030100065199","LOREAL03H",0.4065454487,"LOREAL03G",0.4065454487,"OK"
"TSHE2026030700165359","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHE2026030600163323","C0000011W",0.5036814071,"C0000011W",0.5036814071,"OK"
"TSHD2026022500027495","C0000011W",0.9575153190,"LRLC0010H",0.1995930419,"OK"
"TSHD2026030900083676","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHD2026030100109285","LRLC0003W",0.3961442374,"LOREAL02L",0.4456622671,"OK"
"TSHD2026030900073756","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030500124181","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030800115714","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026030400074964","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHE2026030800199469","LOREAL03H",0.1415887037,"LOREAL02L",0.3429788474,"OK"
"TSHE2026030500204978","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030600096807","LRLC0003W",0.1673948930,"LOREAL01G",0.2807351852,"OK"
"TSHD2026022500027331","LRLC0003W",0.2950621118,"LOREAL01G",0.4948437500,"OK"
"TSHE2026030700088902","LRLC0003W",0.6533954451,"LOREAL02G",0.5880559006,"OK"
"TSHD2026030200013415","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026022500026702","LRLC0003W",0.1549232229,"LOREAL01G",0.2598191551,"OK"
"TSHE2026030800246807","C0000009W",0.3551121181,"LOREAL04G",0.7482088477,"OK"
"TSHE2026030500232031","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030900089457","LRLC0003W",0.4130503796,"LOREAL02L",0.4646816770,"OK"
"TSHE2026030800065734","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHD2026022500028740","LOREAL01H",0.2220564236,"C0000001H",0.4012690196,"OK"
"TSHD2026030700003088","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHD2026030900090819","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHD2026030700093610","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026030300000918","LOREAL04H",0.2472320988,"LOREAL03G",0.3851115385,"OK"
"TSHD2026022500027543","LRLC0003W",0.1549232229,"LOREAL01G",0.2598191551,"OK"
"TSHD2026030500009677","LOREAL04H",0.2898969907,"C0000006H",0.4188166989,"OK"
"TSHE2026030500140949","LOREAL04H",0.5003542798,"C0000006H",0.7228661712,"OK"
"TSHD2026030800003748","LOREAL03H",0.1314922772,"LOREAL01G",0.4748332234,"OK"
"TSHE2026030800134837","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHD2026030200076021","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026022500028710","LOREAL03H",0.1524306891,"LOREAL02L",0.3692420419,"OK"
"TSHD2026030800120853","LOREAL01H",0.4848379630,"LOREAL03G",0.1342628205,"OK"
"TSHD2026031100001981","LOREAL01H",0.3384062500,"LOREAL01G",0.3384062500,"OK"
"TSHD2026022500027441","LRLC0003W",0.1549232229,"LOREAL01G",0.2598191551,"OK"
"TSHD2026030300019820","LOREAL03H",0.3536254487,"LOREAL03G",0.3536254487,"OK"
"TSHE2026030900047438","LOREAL04H",0.5851279424,"C0000011W",0.5994215564,"OK"
"TSHE2026030700157938","LOREAL03H",0.0559460537,"LOREAL17H",0.0883358742,"OK"
"TSHD2026030700041389","LRLC0003W",0.1086568944,"LOREAL01G",0.1822266667,"OK"
"TSHD2026030400043259","LOREAL03H",0.3885179487,"LOREAL03G",0.3885179487,"OK"
"TSHD2026030200024171","LOREAL03H",0.3568305769,"LOREAL03G",0.3568305769,"OK"
"TSHD2026030700075493","LOREAL03H",0.2329010256,"LOREAL02L",0.5641701863,"OK"
"TSHD2026030200045351","LOREAL03H",0.3610733654,"LOREAL03G",0.3610733654,"OK"
"TSHE2026030800072849","LRLC0003W",0.1626552795,"LOREAL02L",0.1829871894,"OK"
"TSHD2026030800035202","LRLC0003W",0.1673948930,"LOREAL01G",0.2807351852,"OK"
"TSHD2026030400006256","C0000011W",0.5503953323,"C0000011W",0.5503953323,"OK"
"TSHD2026031100006910","LOREAL04H",0.2283719547,"C0000006H",0.3299309453,"OK"
"TSHE2026030600083478","LRLC0003W",0.4130503796,"LOREAL02L",0.4646816770,"OK"
"TSHE2026030400111154","LRLC0003W",0.1585443409,"LOREAL01G",0.2658920718,"OK"
"TSHD2026030300071553","LOREAL01H",0.3483277778,"LOREAL01G",0.3483277778,"OK"
"TSHD2026030100051695","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHE2026022800088924","LOREAL04H",0.3324367654,"LOREAL03G",0.5178341923,"OK"
"TSHD2026030200024586","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026031000009726","LOREAL04H",0.4566453333,"C0000006H",0.6597194768,"OK"
"TSHE2026030500146351","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026031100020528","LOREAL01H",0.1105783420,"C0000001H",0.1998215686,"OK"
"TSHD2026030200046867","C0000011W",0.6130407047,"LRLF0005L",0.5280197054,"OK"
"TSHE2026030500204134","LOREAL04H",0.5003542798,"C0000006H",0.7228661712,"OK"
"TSHE2026030600103321","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHE2026030700005069","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026022500027794","LRLC0003W",0.1549232229,"LOREAL01G",0.2598191551,"OK"
"TSHD2026022800078050","C0000010H",0.5151764880,"LOREAL08L",0.6911581117,"OK"
"TSHE2026030500109552","LOREAL03H",0.4227370321,"LOREAL03G",0.4227370321,"OK"
"TSHE2026030700086840","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHE2026030800134371","LOREAL04H",0.5293280864,"C0000007H",0.6246669095,"OK"
"TSHE2026030500130099","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030200071437","LOREAL04H",0.5104055556,"C0000007H",0.6023361865,"OK"
"TSHD2026030400024961","LOREAL04H",0.3327413333,"LOREAL03G",0.5183086154,"OK"
"TSHD2026030100010490","LOREAL03H",0.1968717949,"LOREAL02L",0.4768944099,"OK"
"TSHD2026022500028359","LRLC0003W",0.1549232229,"LOREAL01G",0.2598191551,"OK"
"TSHD2026030400029911","C0000011W",0.5155735217,"C0000011W",0.5155735217,"OK"
"TSHD2026030900091566","LOREAL03H",0.2412745313,"LOREAL03G",0.2412745313,"OK"
"TSHD2026030600055923","LOREAL03H",0.1578006410,"LOREAL02L",0.3822500000,"OK"
"TSHE2026030700009930","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHE2026030500222315","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026022500035609","LRLC0003W",0.4806901311,"LOREAL02L",0.5407763975,"OK"
"TSHE2026030700135899","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026030100042187","LRLC0003W",0.1941248275,"C0000001H",0.5883124183,"OK"
"TSHD2026022600123620","LOREAL04H",0.3099200412,"LOREAL03G",0.4827600641,"OK"
"TSHD2026030200008901","LOREAL04H",0.3327413333,"LOREAL03G",0.5183086154,"OK"
"TSHD2026030800078652","LOREAL06H",0.2440032164,"LRLF0005L",0.5087387323,"OK"
"TSHE2026030500042392","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030100041753","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026030900053084","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030500234160","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030300044984","LOREAL03H",0.1338935897,"LOREAL17H",0.2114109312,"OK"
"TSHD2026030700029515","LRLC0003W",0.2622857143,"LOREAL02L",0.2950714286,"OK"
"TSHD2026030500024767","C0000009W",0.1931831793,"LRLZ0003H",0.5498344451,"OK"
"TSHD2026030400073906","LRLC0003W",0.2950621118,"LOREAL01G",0.4948437500,"OK"
"TSHD2026030700076270","LOREAL04H",0.2898969907,"C0000006H",0.4188166989,"OK"
"TSHE2026030800008309","C0000011W",0.9575153190,"LRLC0010H",0.1995930419,"OK"
"TSHD2026031000049285","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHE2026030400011273","LRLC0003W",0.3048700866,"LOREAL02L",0.3429788474,"OK"
"TSHD2026030300007527","LOREAL04H",0.1482743827,"LOREAL03G",0.2309658654,"OK"
"TSHD2026030600101537","LOREAL03H",0.3536254487,"LOREAL03G",0.3536254487,"OK"
"TSHE2026031000008444","LOREAL03H",0.1415887037,"LOREAL02L",0.3429788474,"OK"
"TSHE2026030100031921","LOREAL03H",0.0633939704,"LOREAL17H",0.1000957427,"OK"
"TSHD2026031100005962","LOREAL03H",0.3712740385,"C0000006H",0.3443445303,"OK"
"TSHD2026030900085195","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHE2026030100050486","LOREAL03H",0.5356800641,"LOREAL03G",0.5356800641,"OK"
"TSHE2026030500279037","LRLC0003W",0.1924495342,"C0000001H",0.5832352941,"OK"
"TSHD2026030400083266","C0000009W",0.4121048935,"C0000008H",0.8014990503,"OK"
"TSHD2026030300047412","LOREAL03H",0.3248483974,"LOREAL03G",0.3248483974,"OK"
"TSHD2026031000006424","LOREAL03H",0.1164505128,"LOREAL02L",0.2820850932,"OK"
"TSHD2026030300045165","LOREAL03H",0.0981871795,"LOREAL17H",0.1550323887,"OK"
"TSHE2026030800127185","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHD2026030500040986","LOREAL03H",0.1314922772,"LOREAL01G",0.4748332234,"OK"
"TSHE2026030700073491","C0000011W",0.5036814071,"C0000011W",0.5036814071,"OK"
"TSHE2026030500250092","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030400054752","LOREAL04H",0.3399616667,"C0000006H",0.4911455707,"OK"
"TSHD2026030700000082","LRLC0003W",0.2160714286,"C0000001H",0.6548235294,"OK"
"TSHE2026030800177278","LOREAL03H",0.4210296474,"LOREAL03G",0.4210296474,"OK"
"TSHD2026030800100082","LRLC0003W",0.1591692547,"LOREAL02L",0.1790654115,"OK"
"TSHE2026031000051436","LRLC0003W",0.1933467046,"LOREAL01G",0.3242585359,"OK"
"TSHD2026030400080116","LOREAL03H",0.1983844151,"LOREAL17H",0.3132385501,"OK"
"TSHE2026030500236389","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030500071637","LOREAL03H",0.1102664663,"LOREAL17H",0.1741049469,"OK"
"TSHD2026030900051096","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030700164987","LRLC0003W",0.2170341615,"LOREAL01G",0.3639843750,"OK"
"TSHD2026030300026623","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030100101713","C0000011W",0.4169732310,"LRLZ0003H",0.5498344451,"OK"
"TSHD2026030600083935","LOREAL03H",0.4789872596,"LOREAL03G",0.4789872596,"OK"
"TSHD2026022500029424","LRLC0003W",0.2075027605,"C0000001H",0.6288554248,"OK"
"TSHD2026030900031782","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHE2026030800219936","LOREAL04H",0.5293280864,"C0000007H",0.6246669095,"OK"
"TSHD2026022700075756","LOREAL03H",0.1987483774,"LOREAL03G",0.1987483774,"OK"
"TSHE2026030300087283","LOREAL03H",0.4546554487,"LOREAL03G",0.4546554487,"OK"
"TSHD2026022500029369","LRLC0003W",0.1549232229,"LOREAL01G",0.2598191551,"OK"
"TSHD2026022600094743","LOREAL03H",0.1314922772,"LOREAL01G",0.4748332234,"OK"
"TSHE2026030800085950","C0000009W",0.3743711395,"LOREAL04G",0.7887869342,"OK"
"TSHD2026030100085019","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHE2026030300062352","LOREAL03H",0.1177143830,"LOREAL17H",0.1858648153,"OK"
"TSHD2026030800035138","LOREAL01H",0.0588971701,"C0000001H",0.1064306510,"OK"
"TSHD2026030900029873","LOREAL01H",0.0283219225,"C0000001H",0.0511793799,"OK"
"TSHE2026030800300894","LOREAL03H",0.3851269231,"LOREAL03G",0.3851269231,"OK"
"TSHE2026030400138857","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026030900084579","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHD2026030300006633","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHD2026022600119023","LOREAL03H",0.1524306891,"LOREAL02L",0.3692420419,"OK"
"TSHE2026030500192422","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030500123272","LOREAL03H",0.1102664663,"LOREAL17H",0.1741049469,"OK"
"TSHE2026030200069269","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHD2026022800074614","LRLC0003W",0.1710788130,"C0000001H",0.5184694379,"OK"
"TSHD2026030700090510","C0000011W",0.0751319215,"LOREAL01G",0.4125394676,"OK"
"TSHD2026030400082623","LOREAL03H",0.1535578526,"LOREAL02L",0.3719724379,"OK"
"TSHD2026030600101023","C0000011W",0.3964916496,"LOREAL03G",0.6028846154,"OK"
"TSHD2026031000033378","LOREAL03H",0.3892000000,"LOREAL17H",0.6145263158,"OK"
"TSHE2026030800094796","LOREAL04H",0.5293280864,"C0000007H",0.6246669095,"OK"
"TSHE2026031000064750","LOREAL01H",0.1264710648,"C0000001H",0.2285406536,"OK"
"TSHD2026030200066009","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHE2026030800006597","LOREAL04H",0.1239040000,"LOREAL03G",0.1930043077,"OK"
"TSHD2026030600047882","LOREAL06H",0.2938746985,"LRLF0005L",0.6127191426,"OK"
"TSHE2026030100046358","LRLC0003W",0.1083933851,"LOREAL01G",0.1817847396,"OK"
"TSHD2026030100042831","LOREAL01H",0.2896412037,"C0000001H",0.5233986928,"OK"
"TSHD2026030700057876","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026030600081642","LOREAL03H",0.3851115385,"LOREAL03G",0.3851115385,"OK"
"TSHD2026030700008084","LOREAL04H",0.5157552469,"C0000007H",0.6086494263,"OK"
"TSHD2026030800129573","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026030900085193","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHD2026030900093222","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030400076215","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHD2026022800089544","C0000009W",0.2596732796,"C0000006H",0.7904326877,"OK"
"TSHE2026030900132229","LRLC0003W",0.2493792271,"LOREAL01G",0.4182297454,"OK"
"TSHD2026030200047578","LOREAL04H",0.3506162551,"LOREAL03G",0.5461522436,"OK"
"TSHE2026030700060665","LOREAL04H",0.4222049383,"LOREAL03G",0.6576653846,"OK"
"TSHD2026022500035923","LRLC0003W",0.2771014493,"LOREAL01G",0.4647222222,"OK"
"TSHD2026030100047364","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHD2026030700081180","LOREAL03H",0.0813011218,"LOREAL17H",0.1283701923,"OK"
"TSHD2026030300013279","C0000009W",0.2003231908,"LOREAL03G",0.6574613862,"OK"
"TSHE2026030500186489","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHE2026030500191612","C0000009W",0.3236450449,"LRLF0005L",0.6016842547,"OK"
"TSHE2026030700198503","LRLC0003W",0.3611028934,"LOREAL02L",0.4062407550,"OK"
"TSHD2026030700065087","LRLC0003W",0.3328853951,"LOREAL02L",0.3744960695,"OK"
"TSHD2026030900047686","C0000009W",0.3437926169,"LOREAL04G",0.7243590535,"OK"
"TSHE2026030400106109","LOREAL03H",0.5689354968,"LOREAL03G",0.5689354968,"OK"
"TSHD2026022500029229","LRLC0003W",0.2170341615,"LOREAL01G",0.3639843750,"OK"
"TSHD2026030700069709","LOREAL03H",0.3536254487,"LOREAL03G",0.3536254487,"OK"
"TSHE2026030500027800","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHD2026030900000463","LRLC0003W",0.1183574879,"C0000001H",0.3586928105,"OK"
"TSHE2026030700146455","LRLC0003W",0.3517159541,"LOREAL02L",0.3956804484,"OK"
"TSHE2026030400154500","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHE2026030400087507","LOREAL01H",0.1112997685,"C0000001H",0.2011252288,"OK"
"TSHD2026030200002311","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026030900075096","LRLC0003W",0.2170341615,"LOREAL01G",0.3639843750,"OK"
"TSHD2026030400007117","LRLC0003W",0.1183574879,"C0000001H",0.3586928105,"OK"
"TSHD2026030200083958","LOREAL03H",0.1314922772,"LOREAL01G",0.4748332234,"OK"
"TSHD2026030800025438","LOREAL04H",0.3074979938,"LOREAL03G",0.4789872596,"OK"
"TSHD2026030600103181","C0000011W",0.6499375014,"LRLF0005L",0.5597993827,"OK"
"TSHD2026022800078820","LRLC0003W",0.3387170031,"LOREAL02L",0.3810566285,"OK"
"TSHE2026030200096900","LOREAL04H",0.0908964517,"LOREAL02L",0.3429788474,"OK"
"TSHE2026030300032227","LOREAL04H",0.2817813333,"LOREAL03G",0.4389286154,"OK"
"TSHD2026022600115719","LOREAL04H",0.3848961399,"C0000006H",0.5560627943,"OK"
"TSHD2026030600071039","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHE2026030200077116","LOREAL03H",0.1177143830,"LOREAL17H",0.1858648153,"OK"
"TSHD2026030100052044","C0000011W",0.9370705991,"LRLC0010H",0.1953313620,"OK"
"TSHE2026030400137534","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHE2026030400107267","LOREAL03H",0.5689354968,"LOREAL03G",0.5689354968,"OK"
"TSHD2026022800079236","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHD2026030700025048","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHD2026022500029596","LOREAL01H",0.2220564236,"C0000001H",0.4012690196,"OK"
"TSHD2026030800130756","LRLC0003W",0.1653672981,"LOREAL01G",0.2773347396,"OK"
"TSHD2026030200078179","LRLC0003W",0.1549232229,"LOREAL01G",0.2598191551,"OK"
"TSHE2026030900130095","LRLC0003W",0.4190144928,"LOREAL02L",0.4713913043,"OK"
"TSHD2026031000042107","C0000011W",0.0751319215,"LOREAL01G",0.4125394676,"OK"
"TSHE2026030200049971","C0000011W",0.4371024281,"LRLZ0003H",0.5763774581,"OK"
"TSHD2026030200009285","LOREAL03H",0.1503527244,"LOREAL02L",0.3642084627,"OK"
"TSHD2026030900019798","LOREAL04H",0.7082885802,"C0000007H",0.8358604990,"OK"
"TSHE2026030800034196","LRLC0003W",0.2831684351,"LOREAL17H",0.2076472988,"OK"
"TSHE2026030100021672","LOREAL04H",0.4004663786,"C0000006H",0.5785572533,"OK"
"TSHD2026030200063561","LOREAL04H",0.4405183128,"C0000006H",0.6364206302,"OK"
"TSHE2026030500186273","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030500028860","LOREAL01H",0.1406394676,"C0000001H",0.2541437908,"OK"
"TSHD2026030400077165","LRLC0003W",0.2170341615,"LOREAL01G",0.3639843750,"OK"
"TSHD2026031000056070","LRLC0003W",0.4239061422,"LOREAL02L",0.4768944099,"OK"
"TSHD2026030700061350","LOREAL04H",0.3745015432,"C0000006H",0.5410456302,"OK"
"TSHD2026030400050165","LRLC0003W",0.1978047360,"C0000001H",0.5994647059,"OK"
"TSHD2026030800038306","LOREAL03H",0.1578006410,"LOREAL02L",0.3822500000,"OK"
"TSHD2026030300010134","LOREAL03H",0.3568305769,"LOREAL03G",0.3568305769,"OK"
"TSHD2026030500061543","LRLC0010H",0.4438649578,"LOREAL08L",0.6911581117,"OK"
"TSHE2026030800015393","C0000009W",0.3743711395,"LOREAL04G",0.7887869342,"OK"
"TSHE2026030800222443","LOREAL04H",0.5293280864,"C0000007H",0.6246669095,"OK"
"TSHD2026030700075831","LOREAL01H",0.0633368056,"C0000001H",0.1144533333,"OK"
"TSHD2026022800072850","LRLC0010H",0.2959099718,"C0000009H",0.6576897426,"OK"
"TSHD2026030400082498","LOREAL03H",0.1314922772,"LOREAL01G",0.4748332234,"OK"
"TSHE2026030700145983","C0000009W",0.3420479625,"LOREAL05G",0.5112421544,"OK"
"TSHE2026030500236521","C0000011W",0.4994350890,"C0000011W",0.4994350890,"OK"
"TSHD2026030100066892","LOREAL04H",0.3126532922,"LOREAL17H",0.7689752024,"OK"
